Baustein-oa,will-mo
Patienten-sb,sitze-cj
Epidemie-sb,Wochen-nk
Wendler-sb,angezogen-oc
Fälle-sb,Berlin-nk
Valley-nk,merkte-ROOT
Covid-19-Infektionen-sb,betroffen-pd
Mentoring-sb,Reverse-nk
Ecegül-sb,Nehmen-ROOT
Trashliebe-nk,anschauen-oc
Liste-nk,zeigen-ROOT
Film-sb,gemalt-oc
Infektionen-sb,kamen-ROOT
Bundesregierung-oa,zeigen-ROOT
Sellner-sb,zeigt-ROOT
Christen-sb,Population-nk
Staat-nk,feststellen-oc
Thon-sb,schaute-ROOT
Spiel-nk,wollen-oc
Kirsten-sb,Leverkusener-nk
Sterblichkeitsrate-sb,Berlin-nk
Saal-nk,lagen-ROOT
Mietengesetz-sb,Berlin-nk
Autounfall-oa,will-ROOT
Antworten-sb,Antworten-oa
Hansi-pnc,Bayern-Kurve-nk
Palazzo-sb,Wechsel-oa
Leute-sb,stehen-oc
Verhalten-oa,müssen-rc
Betrieb-sb,Kontakt-nk
Herthaner-sb,beleidigt-oc
Vatikan-sb,verlegte-ROOT
Schlangenarten-oa,besitzen-ROOT
Urlaubszeit-nk,zugenommen-oc
Tucholsky-sb,Deutschland-nk
Francis-nk,besessen-pd
Recherchebüro-nk,verurteilt-oc
Goldjungen-oa,sahen-ROOT
Jens-pnc,Februar-nk
Besucher-sb,bewirkten-ROOT
Alltag-nk,schmaler-pd
Liga-sb,lassen-cj
Papier-nk,benutzt-oc
Zentralbank-sb,erklärte-ROOT
Fußball-Akteure-sb,Wochenende-nk
Netz-nk,möchte-cj
Berlin-nk,überforderte-ROOT
Witze-sb,unterdrückte-cj
EU-sb,geht-ROOT
Verein-sb,Vorfall-nk
Geruch-oa,deuten-ROOT
Suche-sb,brachen-ROOT
Christian-pnc,kritisierte-ROOT
Prozent-sb,China-nk
Religionsfreiheit-nk,sollst-ROOT
Team-nk,erzählt-ROOT
Testosteron-sb,Mädchen-nk
Tesla-sb,soll-ROOT
Amazon-nk,bestellen-ROOT
Corona-pnc,funktionieren-cj
Cesares-nk,angelegt-pd
Egbert-pnc,Coronavirus-nk
Maß-oa,zeigen-ROOT
Zuschauerinnen-sb,verwandelt-ROOT
SPIEGEL-nk,zweifelt-ROOT
Justiziables-sb,Fernsehauftritten-nk
Teile-sb,gebracht-oc
Antworten-nk,kann-ROOT
Mesa-sb,erklärt-ROOT
Angeles-nk,gezeigt-oc
Schlussszene-nk,empfand-cc
Mike-pnc,Fraktion-oa
Mutter-nk,bezeichnet-oc
Innenverteidiger-sb,ließ-ROOT
Gesänge-oa,führten-ROOT
Torunarigha-nk,beleidigt-oc
Verhoeven-oc,fliegt-rs
Thibaut-pnc,Stelle-nk
a-pnc,freut-ROOT
Luxemburg-nk,soll-ROOT
Verbrechen-oa,ging-ROOT
Pandemie-nk,unterstreichen-ROOT
Aussagen-nk,Entschuldigt-oc
Anschlag-sb,Hanau-nk
Form-sb,Serie-nk
Cabinet-sb,gab-ROOT
Ausbildung-sb,Entwicklung-nk
Steinbach-sb,Unterstützung-nk
Jür­gen-nk,sagte-ROOT
Kroos-sb,verbindet-ROOT
Gefahr-nk,gesichtet-mo
Caligari-Darsteller-sb,mitwirkten-rc
Office-nk,hieß-ROOT
Vorsitzende-sb,musste-oc
Erkrankten-sb,Aylward-nk
Mentor-sb,kennt-cj
Emotionen-sb,Energie-oa
Fußball-nk,weiß-ROOT
Entdecken-sb,Wissenschaftlern-nk
Raum-nk,trank-ROOT
Angela-pnc,eingreift-mo
Stacheldraht-nk,harren-ROOT
Händewaschen-oa,lesen-ROOT
Kan­di­da­ten-sb,Wirtschaft-nk
Berlin-sb,Bundesländern-nk
Flick-sb,erklärte-ROOT
Tatort-sb,schrieben-ROOT
Spielzeugauto-nk,fährt-ROOT
EU-Diplomaten-sb,dürfte-ROOT
Freundin-sb,können-cj
Zugbegleiter-sb,Bahnhaltestellen-nk
Äußerungsdelikte-nk,vorgehen-oc
Schmähungen-nk,entschlossen-mo
Argument-oa,lässt-ROOT
Brasilianer-sb,Júnior-nk
Fendrich-sb,Sohn-oa
Mann-sb,Kampfsport-oa
Wahlkämpfe-sb,soll-ROOT
Täter-sb,versuchte-rc
Deniz-pnc,kennen-ROOT
Rassismus-sb,fanden-ROOT
Spirit-sb,Präsentation-nk
Dietl-sb,Bedingung-nk
Staat-nk,zahlt-oc
Paris-sb,will-ROOT
Kontaktpersonen-sb,konnten-ROOT
New-pnc,Ausstellung-nk
CDU-sb,Ministerpräsident-nk
Büchsenbrot-sb,gefragt-pd
Caligari-Film-nk,schreibt-cc
Rummenigge-sb,legt-ROOT
Hamaguchi-sb,Remake-nk
Christoph-pnc,kommen-ROOT
Spruchbänder-sb,Ultra-Gruppierung-nk
Yoshinori-pnc,angesprochen-oc
Wiene-sb,Bilde-nk
Kurt-pnc,Zwanzigerjahren-nk
Gernandt-nk,aufgegeben-oc
"-pnc,Strasser-nk
Weg-sb,aufregen-oc
Bayern-Präsident-sb,Hainer-nk
Umfeld-nk,aufgewachsen-oc
Leute-nk,gesetzt-oc
Pranger-nk,glauben-mo
Dietmar-pnc,Tag-oa
Botschaft-oa,vorstellen-oc
Milliarden-nk,beteiligen-oc
Spiele-sb,abgesagt-oc
Unternehmen-sb,einsetzt-mo
Bau-nk,beginnen-oc
Verfechter-sb,halten-cj
Februar-nk,erzeugt-oc
Wendler-sb,kann-ROOT
di-pnc,Reiserechtsexperten-nk
Schulen-sb,betroffen-pd
–-sb,Europa-nk
Vietnam-sb,kam-ROOT
Assistentin-sb,sagte-ROOT
Carrell-sb,Herzblatt-nk
Siegeszug-sb,Hause-nk
Deutschland-sb,Dublin-Verfahren-nk
Donald-sb,Zucman-nk
Geburtstag-nk,feierte-rc
Leute-sb,Verkehrsmitteln-nk
Demokratie-nk,heißt-ROOT
BVB-Anhänger-sb,gebrochen-oc
Kind-sb,Coronavirus-nk
See-nk,lieferten-ROOT
Ausland-nk,nachzudenken-mo
Heilige-sb,darf-oc
Over-pnc,Song-oa
Wirtschaft-sb,Mensch-oa
Bundeskonferenz-sb,Donnerstag-nk
Bundeskonvikt-nk,anrechne-rc
Tragfähigkeitsbericht-sb,Woche-nk
Vergangenheit-sb,verbindet-ROOT
Italien-sb,Straßenbahn-oa
Zweifel-nk,bewiesen-oc
Hit-oa,folgten-cj
Armbeuge-nk,niesen-cj
Björn-pnc,Landtag-nk
Finale-sb,serviert-sb
Sonderkommission-nk,sagte-ROOT
Griechenland-nk,sank-ROOT
Wiederanlauf-nk,kann-ROOT
Sensation-oa,soll-ROOT
Studio-nk,ausgezeichnet-oc
Sanders-sb,Plänen-nk
Haifischbecken-nk,geschubst-oc
Hofer-nk,gehörten-ROOT
Sanders-sb,Vermögensteuern-nk
Möbel-oa,wollte-mo
Studenten-oa,zeigen-cj
Brüssel-nk,sollen-ROOT
Medien-nk,machen-cj
Wissen-oa,zündeten-oc
Version-nk,gealtert-ROOT
Paket-oa,findet-ROOT
Kritik-oa,wiedersehen-oc
Wuhan-nk,könnte-ROOT
Ding-oa,musste-ROOT
Faschismus-sb,Italien-nk
Norbert-pnc,sagte-ROOT
Lieblings-App-nk,abonnieren-cj
Zentrum-nk,stört-ROOT
Flug-oa,aufhört-mo
Tempolimit-nk,lehnt-ROOT
German-pnc,hängt-ROOT
Filmkritikerin-sb,Werbekampagne-nk
Schätzungen-sb,starben-ROOT
Ehrendoktorwürde-oa,verlieh-cj
Vietnam-nk,platzten-ROOT
Neunzigerjahre-Kultserie-nk,sehen-oc
Karl-Heinz-pnc,Chaoten-nk
Satz-oa,bekam-ROOT
Lage-sb,Sinne-nk
Emma-sb,sagt-ROOT
Psychologie-oa,machten-ROOT
US-Hubschrauber-oa,zeigt-ROOT
Ausbau-nk,mutet-ROOT
Student-sb,Nervenheilanstalt-nk
Integrationsbeauftragte-sb,Beispiel-nk
–-sb,Spiel-oa
Langer-nk,vorgesehen-oc
Zuschauerinnen-sb,Starren-nk
Gebiet-nk,sagte-ROOT
Wunsch-oa,äußerten-mo
Fantasy-nk,ausmodelliert-pd
Nachverfolgung-nk,isoliert-oc
Hak-joon-nk,versuchen-ROOT
Herzen-nk,schließt-ROOT
Wesentlichen-nk,versteht-ROOT
Buzyn-sb,Wahlkampf-Argument-nk
Szenenfoto-sb,sehen-ROOT
Terroristen-nk,geht-ROOT
Mentoring-sb,funktionieren-oc
Sushi-Messer-nk,rekonstruieren-ROOT
Versuche-sb,Einschätzung-nk
Ackermann-sb,Vorzeigefrau-nk
Spahn-sb,Menschen-oa
Vorgesetzte-sb,Wissen-nk
Hut-oa,geworfen-oc
Fritz-pnc,Tiefpunkt-nk
Bewegung-nk,vorgibt-mo
Geister-sb,rief-rc
SPIEGEL-Titelgeschichte-sb,killt-mo
Brian-pnc,Plagiat-Verdacht-nk
Gratis-Transport-sb,nutzen-re
Half-Life-nk,benannt-ROOT
Präsidium-nk,heißt-ROOT
Lieferstrukturen-sb,vorbereitet-oc
Reise-oa,betroffen-pd
Federal-pnc,schrieb-ROOT
Phänomene-sb,Wandel-oa
Jubelschrei-sb,hallte-mo
Rudi-pnc,parodiert-rs
Mesa-oa,entwickeln-sb
Frage-sb,Kalifornien-nk
Beleidigungen-nk,stellten-ROOT
Mediävistik-nk,promovierte-ROOT
Regierungsmonitor-nk,umfasst-ROOT
Zeit-oa,sagt-ROOT
Hände-nk,husten-ROOT
Memphis-Bewegung-nk,wissen-ROOT
Psychologe-sb,Emotionen-oa
Betroffenen-nk,freut-ROOT
Populisten-sb,soll-ROOT
Schweiz-sb,Jahr-nk
Deer-pnc,spielen-oc
Kontinenten-nk,transferiert-oc
Shopping-Passage-oa,kennt-cj
Josephine-sb,Menschen-oa
Rainhard-pnc,Schauspieler-nk
Gefühl-oa,kommt-ROOT
Online-Glorifizierung-sb,schreiben-ROOT
Ergebnisse-sb,Annahmen-oa
Spekulationen-oa,untermauerte-ROOT
Ansturm-oa,gelten-ROOT
Patientin-sb,begannen-ROOT
Flüchtlingsthema-sb,variieren-ROOT
Mitarbeitern-oa,geschlossen-pd
Manfred-pnc,gehörte-re
Chat-Gruppe-oa,müssen-cj
Mönchengladbach-nk,programmiert-ROOT
Flasche-nk,wirkt-ROOT
Civey-sb,Websites-nk
Beschlussvorlage-nk,vereinbart-oc
Gemeinden-sb,Lombardei-nk
Kind-oa,eingeleitet-oc
Gelassenheit-sb,feierten-rc
Staus-sb,Mittelpunkt-nk
Assembly-nk,bezichtigte-ROOT
Sprüche-oa,reindrückte-mo
Freitag-sb,mögen-ROOT
Verkehrsmitteln-nk,stehen-oc
Positionen-oa,gibt-ROOT
Ach-pnc,Quatsch-oc
Berlin-nk,verfasst-oc
Seife-nk,waschen-ROOT
Nee-sb,gesagt-oc
Volksgerichtshof-nk,griffen-ROOT
Drohne-sb,fielen-ROOT
Armin-pnc,müssen-ROOT
Gefahr-nk,versucht-oc
Straßen-nk,gehen-oc
Unternehmen-sb,Virus-nk
Cutterin-sb,verlassen-oc
Berlin-Brandenburg-nk,sagte-ROOT
Staatspräsident-sb,erfuhr-ROOT
Health-nk,helfen-oc
Ökonom-sb,könnte-ROOT
Tag-nk,möchte-ROOT
Merz-sb,zeigt-ROOT
Voigt-sb,folgt-ROOT
Patient-sb,Oberflächen-nk
Internet-oa,gesagt-oc
Georg-pnc,Austria-nk
Dekors-sb,sparen-mo
Mitgefühl-sb,Freitag-nk
Liebesleben-oa,traf-ROOT
Antonio-pnc,sehen-oc
Exil-nk,flohen-ROOT
Berlin-nk,sagte-ROOT
Galleria-pnc,Mailand-nk
Hurensohn-sb,Sinsheim-nk
Flüchtlinge-nk,steigen-oc
Filmbranche-nk,gab-ROOT
Ground-pnc,wählt-ROOT
Marc-André-sb,Stegen-nk
Bankern-nk,assoziieren-ROOT
Ländern-nk,quellen-ROOT
Zauber-sb,können-rc
Wendrich-nk,stammt-ROOT
Minuten-nk,ausgewählt-oc
Beispiel-nk,begleitet-oc
Hunde-sb,können-oc
Studie-nk,stoßen-ROOT
Jakob-pnc,Grippe-nk
Hassbotschaften-sb,Boden-oa
Tatort"-Folgen-oa,verschwunden-oc
Flüchtlingszahlen-nk,erarbeiten-mo
Verlaufe-nk,gebaut-pd
Dietl-sb,Thema-nk
Südkorea-sb,verzeichnet-rc
Sars-CoV-2-nk,bedeutet-ROOT
Cabinet-sb,raffiniert-mo
Situation-nk,glaube-ROOT
Mesa-sb,leben-ROOT
Leute-sb,Stadien-nk
Dati-sb,Kampagne-oa
Feinde-nk,stellt-cj
Nase-sb,kann-ROOT
Information-oa,beobachtete-ROOT
Sergej-pnc,galt-ROOT
Infektionsfälle-sb,kommt-oc
Spiel-nk,erklärte-ROOT
Film-sb,fliegt-rs
Y-nk,tragen-oc
Toten-nk,starben-ROOT
Mord-oa,organisierte-rc
Botschaft-sb,gerichtet-cj
Half-Life-nk,erklärt-ROOT
Rainhard-pnc,sagt-ROOT
Caligari-Darsteller-sb,Verbindungslinie-oa
Black-pnc,Studio-oa
Weckruf-nk,Beabsichtigt-pd
Text-sb,nennen-mo
Einsamkeit-sb,Problemen-nk
Einheit-nk,sollten-ROOT
Robert-pnc,zählt-ROOT
Kind-nk,kennt-ROOT
Tatort-sb,Kritik-nk
Half-Life-nk,resultiert-rc
Digital-pnc,bat-ROOT
Plywood-pnc,Morrison-nk
Max-pnc,wollen-ROOT
Meter-oa,halten-ROOT
Kontaktpersonen-sb,Berlin-nk
21-Jährige-oa,versuche-ROOT
Tiefbraun-sb,Karte-nk
Arsch-Geige-oa,galt-ROOT
Staatschef-sb,Ortega-nk
Mariano-pnc,90.+2-app
Friedrich-pnc,gibt-ROOT
Investitionen-sb,müsse-ROOT
Dati-sb,Zeit-nk
Hopp-nk,tun-oc
Bolland-nk,meinte-ROOT
Eklat-nk,führt-ROOT
Morrison-nk,Will-ROOT
Hobby-nk,eskalieren-oc
Ambros-nk,auftraten-re
Fans-sb,lassen-ROOT
Szene-oa,verlassen-oc
Hamsterkäufen-nk,sehen-oc
Zeitvertreib-nk,gebaut-ROOT
Bleiben-oc,rufen-cj
Mittelmeer-nk,bedienen-rc
Echtzeit-Scharmützeln-sb,Fantasy-nk
Handel-nk,sagte-ROOT
Januar-nk,erlangt-oc
Stadt-sb,voraussagt-rc
Wiesn-Hit-sb,erschienen-par
Rassismus-oa,bekämpfen-mo
Röttgen-nk,eingreift-mo
Joseph-pnc,Krauß-nk
Thu-pnc,geklaut-oc
Analyse-nk,sterben-ROOT
Heinsberg-nk,teilte-ROOT
Wengler-sb,Passagieren-nk
Dreharbeiten-nk,sagte-ROOT
Corona-nk,genommen-oc
Nummer-sb,sucht-ROOT
Menschen-sb,umgehen-cj
Aussagen-sb,sagen-oc
Menschen-sb,trafen-ROOT
Civey-sb,Abstimmung-nk
Konkurrenz-oa,ließ-ROOT
Rasen-nk,antwortete-ROOT
Zurzeit-sb,schrecken-ROOT
Filmversion-oa,ging-ROOT
Anbietern-nk,produziert-ROOT
Klimagesetz-oa,vorbeischauen-oc
Schulungsprogramm-sb,Veränderungen-oa
Berlinale-Jurypräsident-sb,fliege-cj
Lynchburg-nk,bezeichneten-ROOT
Ultras-nk,geführt-oc
Casualties-pnc,Titel-nk
Osman-pnc,Shuttle-nk
Mannheim-nk,bekommen-oc
FotzenFreiburg-nk,hing-ROOT
Fans-sb,Kurven-nk
Details-nk,läuft-ROOT
Hasan-pnc,geleistet-oc
Theater-nk,steckte-mo
Senta-pnc,Filmleidenschaft-nk
Digital-pnc,Reverse-nk
"-pnc,Jahren-nk
Menschen-sb,Zeiten-nk
Dietmar-pnc,Jahren-nk
Virtualisierung-oa,vorantreibt-ROOT
Anschlag-sb,soll-ROOT
Religion-sb,beschwere-ROOT
Michael-pnc,Tabori-nk
Schwimmerin-sb,Jahren-nk
Herdenverhalten-sb,sagte-ROOT
Orbán-sb,Radio-nk
Frankfurt-sb,nehmen-oc
Kultur-sb,Abendgesellschaften-oa
Botschaften-sb,Terroristen-nk
Werner-pnc,gelang-ROOT
Bewerbungsgespräch-nk,testen-oc
Lichtspiel-sb,DU-nk
Musik-nk,zog-rc
Bundesstützpunkt-nk,bestätigten-ROOT
Josephine-oa,fahren-oc
Drosten-sb,Richtung-nk
Interview-nk,geschrieben-oc
Manuskript-nk,erscheint-ROOT
Carlos-pnc,Team-nk
Ausland-nk,protestierten-sb
Mesa-sb,gefiel-ROOT
Traditionsfans-sb,Kurve-nk
Domvorplatz-sb,besucht-pd
Koch-Institut-sb,zählt-ROOT
Neuauflage-sb,kann-ROOT
Härte-nk,Sollte-mo
Tat-nk,sagte-ROOT
Karl-Heinz-pnc,können-ROOT
CDU-sb,sieht-ROOT
Paris-nk,studiert-oc
Affen-sb,beobachten-ROOT
Uli-pnc,spielte-oc
Fragen-sb,wächst-ROOT
SAP-sb,Sportarena-nk
Entwickler-sb,wollen-oc
Konservative-sb,sagen-oc
Deutschland-sb,gilt-cj
Videospielbranche-nk,gelten-ROOT
Cesare-nk,öffnet-mo
Husten-oa,sparen-ROOT
Caligari-Skript-nk,notiert-oc
Bauer-oa,fliege-cj
Seiten-sb,Infizierten-nk
Rechtswissenschaft-nk,gefunden-oc
Areal-sb,scannten-ROOT
Armen-nk,kommt-ROOT
Tatort-nk,untersuchten-ROOT
Angela-pnc,gehe-oc
Corona-sb,Deutschland-nk
Börsen-sb,verflochten-oc
Eintracht-sb,Ebene-nk
Friedrich-pnc,denkt-ROOT
Krebs-sb,Februar-nk
Dati-sb,sehen-ROOT
Kind-oa,gilt-rc
Tempolimit-sb,Scheuer-nk
Kanzlerin-sb,soll-ROOT
Wette-sb,erzählte-rs
Wochen-nk,abgeklungen-oc
Mohring-sb,anführte-rc
Regierung-sb,will-ROOT
Wissenschaftler-sb,Spektrum-oa
Themen-oa,glaube-ROOT
Prozent-nk,ausgleichen-oc
Drehbuch-nk,küssen-re
Südkorea-nk,kommen-ROOT
Rechtsstaat-nk,ginge-cj
Alex-pnc,sagt-ROOT
Wettkämpfen-nk,hängt-ROOT
Dilek-pnc,Kontaktpersonen-nk
Verhoeven-sb,verfilmte-ROOT
Januar-nk,regiert-ROOT
Vorsichtsmaßnahmen-sb,frage-ROOT
York-pnc,bezeichnete-ROOT
Dati-sb,Umfragen-oa
Profikarriere-sb,Mönchengladbach-nk
o.k.-subtok,Aufführung-nk
Landtag-sb,versucht-ROOT
Lieferketten-sb,schießen-cj
Debüt-oa,auszustatten-oc
Norbert-pnc,Kanzlerin-nk
Ackermann-sb,gilt-ROOT
Thema-sb,Profilierung-nk
Bevölkerungsteile-sb,Einpeitscherinnen-oa
Fendrich-sb,Februar-nk
Gruppe-sb,will-ROOT
Rand-nk,stützen-oc
o.k.-pnc,handelt-ROOT
Wissenschaftler-sb,nachgewiesen-oc
Angst-sb,brachte-ROOT
Andreas-pnc,Weg-nk
Partie-sb,Anfangsphase-nk
Argument-sb,nachzuvollziehen-oc
Unternehmen-nk,lernte-ROOT
Insasse-sb,entpuppt-cj
Nutzung-oa,tragen-ROOT
Maßnahme-nk,erklärte-ROOT
Schuhe-oa,passt-mo
Dagover-nk,mochten-ROOT
Gemeinden-sb,müssen-ROOT
Michael-pnc,zusammengeschustert-cj
Artikel-sb,Start-nk
Ausbruch-sb,Wirtschaft-oa
La-pnc,standen-ROOT
Autor-sb,Lang-nk
BVerfG-sb,fragen-ROOT
Aktionen-nk,unterbrochen-oc
Organisationen-nk,mischt-ROOT
Virus-oa,nehme-oc
Untat-sb,langweilen-ROOT
Bayern-nk,verabschiedet-oc
Täter-sb,vorbeifährt-ROOT
Mio.-sb,lebten-ROOT
Integrationsbeauftragte-sb,Montag-nk
Deutschland-nk,bestätigt-oc
Daten-oa,sagt-ROOT
"-pnc,Actionkomödie-nk
Frontex-Beamte-sb,Mittelmeer-nk
Prozent-nk,gebündelt-oc
Gehirne-sb,können-oc
Staatsschulden-sb,Rezession-nk
Remake-sb,Erwartungen-oa
Beweise-oa,vorlegen-oc
Heinrich-pnc,startet-ROOT
Alizadeh-sb,abgelegt-oc
Menschen-sb,gefeiert-oc
Doherty-sb,Neunzigerjahre-Kultserie-nk
Sportvorstand-pnc,weiß-ROOT
Arbeitswelt-sb,saß-ROOT
Kavala-oa,gestoppt-oc
Tisch-nk,kann-rc
Statement-oa,abgeben-oc
Faschismus-sb,hängen-oc
Deutschland-nk,wolle-oc
Stunde-oa,gehört-ROOT
Pocher-sb,erschließt-ROOT
Organisation-sb,ProFans-nk
Ramelow-nk,fehlen-ROOT
Werkstatt-nk,fragten-ROOT
Dublin-Fall-sb,entscheiden-oc
Interpretation-sb,Bann-nk
Zentralbanken-sb,Sei-nk
Coronaviren-sb,Schnitt-nk
Personen-nk,kann-rc
Einbahnstraße-nk,befinden-oc
Erfolg-sb,Jahren-nk
54-Jährige-nk,hoffen-ROOT
Herbert-pnc,Schmähungen-nk
Geschichte-oa,konnte-ROOT
Orte-sb,betroffen-pd
Tabori-nk,entging-mo
Gezi-Proteste-oa,freigesprochen-mo
Zeit-sb,Aktionen-nk
Borrelli-nk,stieg-ROOT
Szenenfoto-sb,ereignete-rc
Bildschirm-nk,steht-cj
EELV-nk,liegt-cj
Leverkusener-nk,ließen-cj
Form-nk,heißen-oc
Tayyip-pnc,zeigt-re
Wand-nk,kann-ROOT
Familie-sb,Rolle-oa
Lieferketten-sb,Panik-oa
Zigarettensorte-nk,produziert-oc
Mixe-oa,erinnere-ROOT
Investitionsfelder-sb,verhalten-oc
Selbstschmäh-Text-oa,gehen-oc
Montag-sb,beginnen-oc
Josephine-nk,überrascht-pd
Gefühle-sb,gibt-ROOT
Mike-pnc,Chef-nk
Strukturen-oa,vermutet-ROOT
Besuch-nk,gehört-oc
Verband-sb,Grindel-nk
Zielgruppen-oa,manipuliert-oc
Baden-Württemberg-nk,bestätigt-oc
Auswahlkommission-nk,drohte-cj
Praxis-sb,Hausarzt-oa
Maß-sb,schaden-ROOT
Gezi-Park-nk,lautete-ROOT
Abo-sb,Ablauf-nk
Black-pnc,Neuerungen-nk
Flugstatus-oa,empfahl-ROOT
Börse-nk,spricht-ROOT
Werner-pnc,stellt-ROOT
Studie-oa,stehen-oc
CDU-sb,Länder-nk
Öffentlichkeit-nk,ärgern-oc
Wahn-sb,Rahmenhandlung-nk
Mylène-pnc,Wegfallen-nk
Paris-sb,Straßenmanager-oa
Pamphlet-oa,schickte-oc
Steuererklärung-nk,fragten-ROOT
Saskia-nk,aufzugeben-oc
Platzieren-nk,fallen-oc
Alizadeh-oa,bekräftigte-ROOT
Beispiel-nk,streitet-cj
Klopapier-sb,Bevölkerungsschutz-nk
Index-sb,fiel-ROOT
Urteil-sb,bezeichnet-oc
Thema-sb,galt-ROOT
Dortmund-nk,stehen-ROOT
Ten-nk,geklungen-oc
Francis-sb,Psychiater-nk
Rainhard-pnc,Gespräch-nk
Friedrich-pnc,Bierdeckel-nk
Praxen-sb,Jugendärzten-nk
Paul-pnc,suspendierte-ROOT
Netz-sb,Gratis-Transport-nk
Verbindung-oa,gibt-ROOT
Dietmar-pnc,anzusehen-oc
Weltwirtschaft-nk,zeigt-ROOT
Wendler-Gefährtin-sb,sagt-ROOT
Idee-nk,erinnert-ROOT
Regisseure-sb,ging-ROOT
Region-sb,wahrnehmen-oc
Süßigkeiten-oa,aufsteigt-mo
Prozent-oa,pflanzen-cj
Branche-sb,Beispiel-nk
Sängerkarriere-sb,fing-ROOT
Netz-nk,umzusteigen-re
Werder-pnc,Tönnies-nk
Sky-nk,möchte-oc
Freilassung-oa,gebracht-oc
Falle-nk,kann-ROOT
Einkommensteuertarif-oa,schaffen-cj
Nürnberg-nk,lebt-ROOT
Verkehrsmittel-nk,will-mo
Version-oa,sagte-ROOT
Staatsrechtler-nk,Sagen-ROOT
Unternehmer-sb,Vorwurf-nk
Staat-sb,musst-ROOT
Forschungsbedarf-oa,sehen-ROOT
Mittelständlern-nk,gehört-cj
Kanzlerin-sb,Röttgen-oa
Clemens-pnc,empfängt-ROOT
Klaus-pnc,Monat-nk
Bezeichnung-oa,anschaute-oc
Faschismus-sb,fixiert-mo
Einstellungen-nk,dürfen-ROOT
Erzeugung-nk,trieben-ROOT
Heynckes-nk,schob-ROOT
Version-oa,gaben-cc
Sprecher-sb,gewährleistet-oc
Streit-sb,Ende-oa
Austausch-oa,könnte-ROOT
Typen-oa,gibt-oc
Kronjuwelen-nk,vermuten-oc
Figur-oa,nehmen-oc
Buzyn-sb,galt-rc
Morrison-sb,Chair-nk
Millionen-sb,besagt-ROOT
Staat-nk,herrschen-ROOT
Szene-sb,auseinanderhalten-oc
Dittrich-sb,Stunde-nk
Josephine-sb,kenne-rc
Nummer-nk,könne-cj
DFB-Präsident-sb,angekündigt-oc
Diskurs-oa,bemühten-ROOT
Fahrt-sb,Verkehrsmittel-oa
Migranten-nk,setzen-cj
Pocher-sb,Spielchen-nk
Beschäftigten-nk,beschreiben-ROOT
Tätigkeiten-nk,galt-ROOT
Gefahr-og,heißt-ROOT
Lena-pnc,Giggenbach-oa
Hölle-nk,führt-ROOT
Testosteron-oa,bekommen-re
T-Shirt-Marke-oa,darf-mo
Frühjahr-nk,verstarb-ROOT
Beamte-sb,Ermittlungsgruppe-oa
Rolle-nk,bewarb-ROOT
Caligari-nk,gelang-ROOT
Final-pnc,Optik-nk
Mabuses-sb,Film-nk
Donnerstagabend-nk,versuchen-mo
Gordon-sb,füllen-ROOT
Klickgeilheit-nk,gutheißt-sb
Hainer-nk,gesprochen-oc
Gespräch-nk,wolle-oc
Todesfall-oa,melden-ROOT
Risiko-sb,Vollgas-nk
Kollektivstrafe-nk,gefordert-pd
Sellner-sb,Stimmung-oa
Grün-oa,finde-rs
Thi-pnc,vergewaltigten-cj
Herzblatt-nk,gekommen-oc
Spielern-nk,beantworten-oc
Schweiz-sb,steigen-ROOT
Koreanerin-sb,kam-sb
Chefredakteur-nk,erschien-ROOT
Vietnamkrieg-sb,China-nk
Neuaufbau-nk,befand-ROOT
Bundesverfassungsgericht-sb,sagt-ROOT
Einstellung-nk,ticken-ROOT
Leyen-nk,will-re
Haufen-sb,Nostalgie-nk
Griff-nk,helfen-rc
Eurorettungspolitik-oa,teilen-ROOT
Mordbefehle-oa,ging-ROOT
Mayer-sb,Part-oa
Mensch-sb,aufgebaut-oc
Kracauer-sb,Hitler-nk
Echtzeit-Scharmützeln-sb,verlangsamt-pd
Mailand-nk,bremst-ROOT
Wochenende-sb,Sponsoring-nk
AfD-nk,verbreiten-oc
Netz-nk,heißt-ROOT
Urteil-sb,Februar-nk
Bewegung-nk,verbandelt-pd
Umfrage-nk,beteiligen-cj
Voigt-nk,ausgehandelt-oc
Erkrankten-sb,leiden-ROOT
Sprache-sb,saßen-mo
Team-nk,verdanken-oc
Lobo-sb,geht-ROOT
Gefühle-sb,sprechen-mo
Alter-nk,fahren-ROOT
Geld-sb,Regierung-oa
Beispiel-nk,lernten-ROOT
München-nk,kapiert-ROOT
Tempo-nk,abmontiert-ROOT
Smartphones-nk,erhalten-ROOT
Stühle-sb,kombinierte-ROOT
Führungsgremien-sb,Präsidium-nk
Abkippen-nk,könnt-ROOT
Identifizierungspflicht-sb,heißt-ROOT
Regierungschef-nk,wählen-oc
Deutschland-nk,angekommen-oc
Petra-pnc,Charité-nk
Handlungsfähigkeit-sb,könnten-ROOT
iPhone-sb,eingeführt-oc
Tasten-oa,eingeführt-oc
Eco-sb,sprach-ROOT
DJ-oa,liebt-ROOT
Weg-sb,Wirkung-oa
Torte-sb,Torte-nk
Jahren-nk,stellen-ROOT
Online-pnc,Grimme-nk
Fuß-nk,verhängte-ROOT
Bianchy-sb,Bahnsteig-nk
Zeit-nk,gab-ROOT
Teil-sb,Fan-oa
Kritik-nk,schrieben-ROOT
Mindestabstand-oa,halten-cj
