German (de);Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen;
Torrent;0;0;0;0;0;1;0;0;0;0;
Tortur;0;1;1;0;0;0;0;0;1;0;
tot geboren;0;1;0;0;0;0;0;1;0;0;
töten;0;1;0;0;0;1;0;1;0;0;
Totenglocke;0;1;0;0;0;1;0;1;0;0;
tötlich;0;1;1;0;1;1;0;1;0;0;
Totschlag;0;1;1;0;1;1;0;1;1;0;
Tötung;0;1;1;0;0;1;0;1;0;0;
Toxin;0;1;0;0;0;1;0;0;0;0;
traditionell;1;0;0;0;0;0;0;0;0;0;
tragbar;1;0;0;0;0;0;0;0;0;0;
träge;0;1;0;0;0;0;0;0;0;0;
träge;0;1;0;0;0;0;0;1;0;0;
tragen;0;1;0;0;0;0;0;0;0;1;
Träger;0;1;0;0;0;0;0;0;0;0;
Träger;1;0;0;0;0;0;0;0;0;1;
tragisch;0;1;0;0;0;0;0;0;0;0;
Tragödie;0;1;0;0;0;1;0;1;0;0;
Trainer;0;0;0;0;0;0;0;0;0;1;
Trainer;0;0;0;0;0;0;0;0;0;1;
trainieren;1;0;0;0;0;0;0;0;0;0;
trainieren;1;0;0;1;0;0;0;0;0;0;
Trakt;0;0;0;0;0;1;0;0;0;0;
Tramp;0;1;0;0;1;1;0;1;0;0;
Trance;0;1;0;0;0;0;0;0;0;0;
Transaktion;0;0;0;0;0;0;0;0;0;1;
Transkript;0;0;0;0;0;0;0;0;0;1;
transzendental;1;0;0;0;0;0;0;0;0;0;
Transzendenz;1;0;0;1;0;0;1;0;1;1;
trashig;0;1;0;0;1;0;0;0;0;0;
Trauer;0;1;0;0;0;0;0;1;0;0;
Trauer;0;1;0;0;0;0;0;1;0;0;
Trauer;0;1;0;0;0;1;0;1;0;0;
Trauerfall;0;1;0;0;0;0;0;1;0;0;
trauern;0;1;0;0;0;0;0;1;0;0;
trauern;0;1;0;0;0;1;0;1;0;0;
traumatisch;0;1;1;0;0;1;0;1;0;0;
Träumereien;1;0;0;0;0;0;1;0;0;1;
traurig;0;1;0;0;0;0;0;1;0;0;
traurig;0;1;0;0;0;0;0;1;0;0;
traurig;0;1;1;0;0;1;0;1;0;0;
Traurigkeit;0;1;0;0;0;0;0;1;0;1;
Travestie;0;1;0;0;1;1;0;1;0;0;
treibend;0;1;0;1;0;1;0;1;0;0;
Tremor;0;1;1;1;0;1;0;1;0;0;
Trend;1;0;0;0;0;0;0;0;0;0;
trennen;0;1;0;0;0;0;0;0;0;0;
trennen;0;1;0;0;0;0;0;1;0;0;
trennen;0;1;1;0;1;0;0;1;0;0;
Trennung;0;1;0;0;0;0;0;0;0;0;
treten;0;0;1;0;0;0;0;0;0;0;
treu;1;0;0;0;0;0;0;0;0;1;
treu;1;0;0;0;0;1;1;0;1;1;
Treue;1;0;0;0;0;0;0;0;0;1;
Treue;1;0;0;0;0;0;1;0;0;1;
Treuhänder;0;0;0;0;0;0;0;0;0;1;
treulos;0;1;0;0;0;0;0;1;0;0;
Tribun;0;0;0;0;0;0;0;0;0;1;
Tribut;1;0;0;0;0;0;0;0;0;0;
Trick;0;1;0;0;0;0;0;0;1;0;
Tricks;0;1;1;0;1;1;0;1;1;0;
trig;1;0;0;0;0;0;0;0;0;0;
trinkbar;1;0;0;0;0;0;0;0;0;0;
Trinken;0;1;0;0;0;0;0;0;0;0;
Tripper;0;1;1;0;1;1;0;1;0;0;
Triumph;1;0;0;1;0;0;1;0;0;0;
triumphierend;1;0;0;1;0;0;1;0;0;1;
trocken;0;1;0;0;0;0;0;0;0;0;
trocken;0;1;0;0;0;0;0;1;0;0;
Trockenfäule;0;1;0;0;1;1;0;1;0;0;
Troll;0;1;1;0;0;1;0;0;0;0;
Trompete;0;1;0;0;0;0;0;0;0;0;
Trophäe;1;0;0;1;0;0;1;0;1;1;
Trost;1;0;0;0;0;0;0;0;0;0;
trostlos;0;1;0;0;0;0;0;1;0;0;
Trottel;0;1;0;0;0;0;0;0;0;0;
Trottel;0;0;1;0;0;0;0;0;1;0;
Trotz;0;1;1;0;0;0;0;0;0;0;
Trotz;0;1;1;0;1;1;0;0;0;0;
trotzen;0;1;1;0;0;1;0;1;1;0;
trotzig;0;1;1;0;0;0;0;0;0;0;
trübe;0;1;0;0;1;0;0;1;0;0;
trüben;0;1;0;0;1;0;0;1;0;0;
Trübung;0;1;0;0;0;1;0;0;0;0;
trügerisch;0;1;0;0;0;0;0;0;0;0;
trügerisch;0;1;1;0;0;0;0;0;0;0;
Trümmer;0;1;0;0;1;0;0;0;0;0;
Trumpf;0;0;0;0;0;0;0;0;1;0;
Trunkenheit;0;1;0;0;0;0;0;0;0;0;
Tschüss;0;0;0;1;0;0;0;0;0;0;
Tücke;0;1;0;1;0;1;0;1;0;0;
tückisch;0;1;1;0;1;1;0;0;0;0;
Tugend;1;0;0;0;0;0;0;0;0;1;
tugendhaft;1;0;0;0;0;0;1;0;0;1;
tummeln;1;0;0;0;0;0;1;0;0;0;
Tumor;0;1;0;0;0;1;0;0;0;0;
Tumor;0;1;0;0;0;1;0;1;0;0;
Tumult;0;1;1;0;0;1;0;0;1;0;
tun;0;1;0;0;0;0;0;0;0;0;
Tupfer;0;1;0;0;0;0;0;0;0;0;
turbulent;0;1;0;0;0;1;0;0;0;0;
Turbulenz;0;1;1;0;0;1;0;0;0;0;
Turm;1;0;0;0;0;0;0;0;0;0;
Turm;0;1;1;0;1;0;0;0;0;0;
Turner;1;0;0;0;0;0;0;0;0;0;
Tutor;1;0;0;0;0;0;0;0;0;0;
Tyrann;0;1;1;0;1;1;0;1;0;0;
Tyrannei;0;1;0;0;0;1;0;1;0;0;
tyrannisch;0;1;1;0;1;1;0;0;0;0;
übel;0;1;0;0;1;0;0;1;0;0;
Übelkeit;0;1;0;0;1;0;0;0;0;0;
überbezahlt;0;1;0;0;0;0;0;0;0;0;
Überdosis;0;1;0;0;0;0;0;0;0;0;
Übereinstimmung;1;0;0;0;0;0;0;0;0;1;
Überfall;0;1;1;0;0;1;0;0;1;0;
überfällig;0;1;0;1;0;0;0;1;1;0;
überflüssig;0;1;0;0;0;0;0;0;0;0;
überführen;0;1;1;0;1;1;0;1;0;0;
Überführung;0;0;0;0;0;0;0;0;0;1;
Übergabe;0;1;0;0;0;0;0;1;0;0;
Übergangs;0;0;0;1;0;0;0;0;0;0;
Übergewicht;0;0;0;0;0;0;0;0;0;1;
überglücklich;1;0;0;0;0;0;1;0;0;0;
überheblich;0;1;1;0;0;0;0;0;0;0;
Überladung;0;1;0;0;0;0;0;0;0;0;
Überlast;0;1;0;0;0;0;0;1;0;0;
Überlauf;0;1;0;0;0;0;0;0;0;0;
überleben;1;0;0;0;0;0;0;0;0;0;
überlegen;1;0;0;0;0;0;0;0;0;0;
Überlegenheit;1;0;0;0;0;0;0;0;0;0;
Überlegenheit;1;0;0;0;0;0;0;0;0;0;
Übermensch;1;0;0;0;0;0;1;0;0;1;
übermenschlich;1;0;0;0;0;0;0;0;0;0;
Überprüfung;0;1;0;0;0;0;0;0;0;0;
Überprüfung;1;0;0;0;0;0;0;0;0;1;
überragend;1;0;0;0;0;0;0;0;0;0;
überraschend;0;0;0;0;0;0;0;0;1;0;
überraschenderweise;0;0;0;1;0;0;0;0;1;0;
überrascht;0;0;0;0;0;0;0;0;1;0;
Überraschung;1;0;0;0;0;1;1;0;1;0;
Überreste;1;1;0;0;1;1;0;0;0;1;
überschätzen;0;0;0;0;0;0;0;0;1;0;
überschätzt;0;1;0;0;0;0;0;0;0;0;
überschreiten;1;0;0;1;0;0;1;0;0;0;
Überschreitung;0;1;0;0;0;0;0;0;0;0;
Überschuss;0;1;0;0;0;0;0;0;0;0;
Überschwang;1;0;0;0;0;0;1;0;0;0;
Übersetzung;0;0;0;0;0;0;0;0;0;1;
überspringen;0;1;0;0;0;0;0;0;0;0;
überteuert;0;1;1;0;1;0;0;1;0;0;
Übertragung;0;1;0;0;0;0;0;0;0;0;
übertreffen;1;0;0;1;0;0;1;0;1;1;
übertreffend;1;0;0;0;0;0;0;0;0;0;
übertreiben;0;1;0;0;0;0;0;0;0;0;
übertreiben;0;1;1;0;0;0;0;0;0;0;
Übertretung;0;1;1;0;0;0;0;0;0;0;
Übertretung;0;1;1;0;0;0;0;0;0;0;
übertrieben;0;1;0;0;0;0;0;0;0;0;
übertrumpfen;1;0;0;1;0;0;0;0;0;0;
Überwachung;0;0;0;0;0;1;0;0;0;0;
überwältigen;0;1;0;0;0;0;0;0;0;0;
überwältigen;0;1;0;0;0;0;0;0;0;0;
überwältigend;1;0;0;0;0;0;0;0;0;0;
überwältigend;0;1;1;0;0;1;0;0;0;0;
überwältigt;0;1;0;0;0;0;0;1;0;0;
überwuchert;0;1;0;0;0;0;0;0;0;0;
überzeugen;0;0;0;0;0;0;0;0;0;1;
überzeugen;1;0;0;1;0;0;0;0;0;1;
überzeugend;0;0;0;0;0;0;0;0;0;1;
überzeugend;1;0;0;0;0;0;0;0;0;1;
überzeugt;0;0;0;0;0;0;0;0;0;1;
Überzeugung;0;1;0;0;0;0;0;0;0;0;
überzogen;0;1;0;0;0;0;0;0;0;0;
Uhr;0;0;0;1;0;0;0;0;0;0;
Uhr;0;0;0;1;0;1;0;0;0;0;
ulkig;0;0;0;0;0;0;0;0;1;0;
Ultimatum;0;1;1;0;0;1;0;0;0;0;
Umarmung;1;0;0;0;0;0;1;0;0;1;
Umarmung;1;0;0;1;0;0;1;0;1;1;
Umbruch;0;1;1;0;0;1;0;1;0;0;
umfangreich;1;0;0;0;0;0;0;0;0;0;
umfassend;1;0;0;0;0;0;0;0;0;0;
Umfrage;0;0;0;0;0;0;0;0;0;1;
Umgang;0;0;0;0;0;0;0;0;0;1;
umgeben;1;1;0;1;0;0;0;0;0;0;
Umgebung;1;0;0;0;0;0;0;0;0;0;
Umgehung;1;1;0;0;0;0;0;0;0;0;
umgekommen;0;1;0;0;0;0;0;1;0;0;
umgestalten;1;0;0;0;0;0;0;0;0;0;
Umkehrung;0;1;1;0;1;0;0;0;1;0;
umkommen;0;1;0;0;0;1;0;1;0;0;
Umleitung;1;0;0;0;0;0;0;0;1;0;
umsetzbar;0;1;1;0;1;0;0;0;0;0;
umsichtig;1;0;0;0;0;0;0;0;0;1;
umsichtig;1;0;0;1;0;1;0;0;0;1;
umstritten;0;1;1;0;0;0;0;0;0;0;
umstürzen;0;1;0;0;0;0;0;0;0;0;
Unabhängigkeit;1;0;0;1;0;0;1;0;1;1;
unangemessen;0;1;1;0;1;0;0;1;0;0;
unangenehm;0;1;0;0;1;0;0;1;0;0;
unansehnlich;0;1;0;0;1;0;0;0;0;0;
unanständig;0;1;0;0;1;0;0;0;0;0;
Unanständigkeit;0;0;1;0;1;0;0;0;0;0;
unattraktiv;0;1;0;0;1;0;0;1;0;0;
unaufhörlich;0;1;0;0;0;0;0;0;0;0;
Unaufmerksamkeit;0;1;1;0;0;0;0;0;0;0;
unaufrichtig;0;1;0;0;1;0;0;0;0;0;
unauslöschlich;1;0;0;0;0;0;0;0;0;1;
unbeabsichtigt;0;0;0;0;0;0;0;0;1;0;
unbeabsichtigt;0;0;0;0;0;0;0;0;1;0;
unbeabsichtigt;0;1;0;0;0;0;0;0;1;0;
unbedeutend;0;1;1;0;0;0;0;1;0;0;
unbeeindruckt;0;1;0;0;0;0;0;0;0;0;
unbegrenzt;1;0;0;0;0;0;0;0;0;0;
unbegründet;0;1;0;0;0;0;0;0;0;0;
Unbehagen;0;1;0;1;0;0;0;1;0;0;
Unbeholfenheit;0;1;0;0;1;1;0;1;0;0;
unbekannte;0;1;0;1;0;1;0;0;0;0;
unbequem;0;1;0;0;0;0;0;0;0;0;
unberechenbar;0;1;0;0;0;0;0;0;1;0;
unberechenbar;0;1;0;0;0;0;0;0;1;0;
unberechenbar;0;1;0;1;1;0;0;1;0;1;
unberührt;1;0;0;0;0;0;0;0;0;0;
unbesonnen;0;1;0;0;1;0;0;0;0;0;
unbestätigt;0;0;0;0;0;0;0;1;0;0;
unbestimmt;0;1;0;0;0;0;0;0;0;0;
unbestreitbar;1;0;0;0;0;0;0;0;0;1;
unbestritten;1;0;0;0;0;0;0;0;0;1;
unbesungen;0;1;0;0;0;0;0;0;0;0;
unbewacht;0;0;0;0;0;0;0;0;1;0;
unbeweglich;1;1;0;0;0;0;0;0;0;1;
unbezahlbar;1;0;0;0;0;0;0;0;0;0;
unbezahlt;0;1;1;0;0;0;0;1;0;0;
unbezähmbar;1;0;0;0;0;1;0;0;0;0;
unblutig;1;0;0;0;0;0;0;0;0;0;
undankbar;0;1;1;0;1;0;0;0;0;0;
undenkbar;0;1;1;0;1;1;0;0;0;0;
undeutlich;0;1;0;0;0;0;0;0;0;0;
undicht;0;1;0;0;0;0;0;0;0;0;
undurchdringlich;0;0;0;0;0;0;0;0;0;1;
undurchführbar;0;1;0;0;0;0;0;0;0;0;
undurchlässig;1;0;0;0;0;0;0;0;0;0;
undurchlässig;0;0;1;0;0;1;0;0;0;0;
undurchsichtig;0;1;0;0;0;0;0;0;0;0;
uneben;0;1;0;0;0;0;0;0;0;0;
unecht;0;1;0;0;1;0;0;0;0;0;
unehrlich;0;1;1;0;1;0;0;1;0;0;
Unehrlichkeit;0;1;0;0;1;0;0;0;0;0;
uneingeweihte;0;1;0;0;0;0;0;0;0;0;
Uneinigkeit;0;1;1;0;0;0;0;0;0;0;
Uneinigkeit;0;1;1;0;0;0;0;1;0;0;
unendlich;1;0;0;0;0;0;0;0;0;0;
Unendlichkeit;1;0;0;1;0;0;1;0;0;1;
unentdeckt;0;0;0;0;0;0;0;0;1;0;
unentschieden;0;1;0;1;0;1;0;0;0;0;
unentschlossen;0;1;0;0;0;0;0;0;0;0;
Unentschlossenheit;0;1;0;0;0;0;0;0;0;0;
unentschuldbar;0;1;1;0;1;0;0;1;0;0;
unerbittlich;0;1;0;0;0;0;0;0;0;0;
unerfahren;0;1;0;0;0;0;0;0;0;0;
Unerfahrenheit;0;1;0;0;0;0;0;0;0;0;
unerfreulich;0;1;1;0;1;0;0;0;0;0;
unerfüllt;0;1;1;1;0;0;0;1;1;0;
unerklärlich;0;1;0;0;0;0;0;0;1;0;
unerklärt;0;1;0;1;0;0;0;1;0;0;
unerlaubt;0;1;1;0;1;1;0;0;0;0;
unerreichbar;0;1;1;0;0;0;0;1;0;0;
unerschrocken;1;0;0;0;0;0;0;0;0;0;
unerschütterlich;1;0;0;0;0;0;0;0;0;0;
unerschütterlich;1;0;0;0;0;0;0;0;0;1;
unerträglich;0;1;1;0;0;0;0;0;0;0;
unerträglich;0;1;0;0;1;0;0;1;0;0;
unerwartet;0;0;0;0;0;0;0;0;1;0;
unerwartet;1;1;0;1;0;1;1;0;1;0;
unerwartete;0;0;0;0;0;0;0;0;1;0;
unerwidert;0;1;0;0;0;0;0;1;0;0;
unerwünscht;0;1;0;0;0;0;0;1;0;0;
unerwünscht;0;1;1;0;1;1;0;1;0;0;
unfähig;0;1;0;0;0;0;0;1;0;0;
Unfähigkeit;0;1;0;0;0;0;0;0;0;0;
Unfähigkeit;0;1;0;0;0;0;0;1;0;0;
unfair;0;1;1;0;1;0;0;1;0;0;
Unfall;0;1;0;0;0;1;0;1;1;0;
Unfallopfer;0;1;1;0;0;1;0;1;0;0;
unfehlbar;1;0;0;0;0;0;0;0;0;0;
Unfehlbarkeit;0;0;0;0;0;0;0;0;0;1;
unfreiwillig;0;1;0;0;0;0;0;0;0;0;
unfreundlich;0;1;0;0;0;0;0;0;0;0;
unfreundlich;0;1;1;0;1;1;0;1;0;0;
unfruchtbar;0;1;0;0;0;0;0;1;0;0;
Unfruchtbarkeit;0;1;0;0;0;0;0;1;0;0;
Unfug;0;1;0;0;0;0;0;0;0;0;
ungebeten;0;0;0;0;0;0;0;1;0;0;
ungebildet;0;1;0;0;0;0;0;1;0;0;
ungeboren;0;1;0;0;0;0;0;0;0;0;
ungebrochen;1;0;0;0;0;0;0;0;0;1;
ungebunden;0;1;0;0;0;0;0;0;0;0;
Ungeduld;0;1;0;0;0;0;0;0;0;0;
ungeduldig;0;1;0;1;0;0;0;0;0;0;
ungeeignet;0;1;0;0;0;0;0;0;0;0;
ungefährdet;0;0;0;0;0;0;0;0;0;1;
ungeheuerlich;0;1;1;0;1;0;0;0;0;0;
Ungeheuerlichkeit;0;1;1;0;1;1;0;0;1;0;
ungehorsam;0;1;1;0;0;0;0;0;0;0;
Ungehorsam;0;1;1;0;1;0;0;0;0;0;
ungehorsam;0;1;1;0;1;0;0;0;0;0;
ungelöst;0;0;0;1;0;0;0;0;0;0;
ungenau;0;1;0;0;0;0;0;0;0;0;
ungenügend;0;1;0;0;0;0;0;0;0;0;
ungenügend;0;1;0;0;1;0;0;0;0;0;
ungeordnet;0;1;0;0;0;0;0;0;0;0;
ungeprüft;0;0;0;1;0;0;0;0;0;0;
ungerecht;0;1;0;0;0;0;0;0;0;0;
ungerecht;0;1;1;0;0;0;0;0;0;0;
ungerechtfertigt;0;1;0;0;0;0;0;0;0;0;
Ungerechtigkeit;0;1;0;0;1;0;0;0;0;0;
Ungerechtigkeit;0;1;1;0;0;0;0;0;0;0;
Ungerechtigkeit;0;1;1;0;0;0;0;1;0;0;
Ungeschicklichkeit;0;1;0;0;1;0;0;0;0;0;
ungeschickt;0;1;0;0;1;0;0;0;0;0;
ungeschickt;0;1;1;0;1;0;0;0;0;0;
ungeschlagen;1;1;0;1;0;0;1;1;1;0;
ungeschützt;0;1;0;0;0;0;0;0;0;0;
ungesetzlich;0;1;1;0;1;1;0;1;0;0;
ungestüm;1;1;1;1;0;0;1;0;0;0;
ungesund;0;1;0;0;1;1;0;1;0;0;
ungeteilt;1;0;0;0;0;0;0;0;0;0;
Ungetüm;0;1;0;0;0;1;0;0;0;0;
ungewaschen;0;1;0;0;1;0;0;0;0;0;
ungezähmt;0;1;0;0;0;0;0;0;0;0;
Ungeziefer;0;1;1;0;1;1;0;0;0;0;
ungezügelt;1;1;1;1;0;1;0;0;1;0;
ungezwungen;1;0;0;0;0;0;1;0;0;0;
Unglaube;0;1;0;0;0;0;0;0;0;0;
ungläubig;0;1;1;0;1;0;0;0;0;0;
ungläubig;0;1;1;0;1;1;0;0;0;0;
ungleich;0;1;1;0;1;1;0;1;0;0;
Ungleichheit;0;1;1;0;1;0;0;1;0;0;
Ungleichheit;0;1;1;0;0;1;0;1;0;0;
Unglück;0;0;0;0;0;0;0;1;0;0;
Unglück;0;1;0;0;0;0;0;1;0;0;
Unglück;0;1;0;0;0;1;0;1;0;0;
Unglück;0;1;1;0;0;1;0;1;0;0;
unglücklich;0;1;0;0;0;0;0;1;0;0;
unglücklich;0;1;1;0;1;1;0;1;0;0;
ungültig;0;0;0;0;0;0;0;1;0;0;
ungültig machen;0;1;0;0;0;0;0;0;0;0;
Ungültigkeitserklärung;0;1;0;0;0;0;0;0;0;0;
ungünstig;0;1;0;0;1;0;0;1;0;0;
ungünstig;0;1;1;0;1;0;0;1;0;0;
unhaltbar;0;1;0;0;0;0;0;0;0;0;
unhaltbar;0;1;0;0;0;1;0;0;0;0;
unheilbar;0;1;1;0;1;1;0;1;0;0;
unheilig;0;1;0;0;0;1;0;0;0;0;
unheimlich;0;1;0;0;0;1;0;0;1;0;
unheimlich;0;1;1;0;1;1;0;0;0;0;
unhöflich;0;1;0;0;1;0;0;0;0;0;
uninspiriert;0;1;0;0;0;0;0;1;0;0;
uninteressant;0;1;0;0;0;0;0;1;0;0;
uninteressiert;0;1;0;0;0;0;0;1;0;0;
Universität;1;0;0;1;0;0;0;0;0;0;
unkalkulierbar;0;1;0;0;0;0;0;0;0;0;
unklug;0;1;0;0;0;0;0;0;0;0;
unklug;0;1;0;0;0;0;0;1;0;0;
unkontrollierbar;0;1;1;1;0;0;0;0;1;0;
unkontrolliert;0;1;0;0;0;0;0;0;0;0;
Unkraut;0;1;0;0;0;0;0;1;0;0;
unleserlich;0;1;0;0;0;0;0;0;0;0;
unlogisch;0;1;0;0;0;0;0;0;0;0;
unmenschlich;0;1;1;0;1;1;0;1;0;0;
Unmenschlichkeit;0;1;0;0;0;0;0;1;0;0;
unmittelbar bevorstehend;0;0;0;1;0;1;0;0;0;0;
Unmittelbarkeit;0;0;0;0;0;0;0;0;1;0;
unmöbliert;0;1;0;0;0;0;0;0;0;0;
unmöglich;0;1;0;0;0;0;0;1;0;0;
Unmoral;0;1;1;0;1;0;0;0;0;0;
unmoralisch;0;1;1;0;1;1;0;1;0;0;
Unmut;0;1;0;0;1;0;0;0;0;0;
unnachahmlich;1;0;0;0;0;0;0;0;0;1;
unnachgiebig;0;1;0;0;0;0;0;0;0;0;
unnatürlich;0;1;0;0;1;1;0;0;0;0;
unordentlich;0;1;0;0;1;0;0;0;0;0;
unordentlich;0;1;0;0;1;0;0;0;0;0;
unorganisiert;0;1;0;0;0;0;0;0;0;0;
unparteiisch;1;0;0;0;0;0;0;0;0;1;
Unparteilichkeit;1;0;0;0;0;0;0;0;0;1;
unpassend;0;1;1;0;0;0;0;0;0;0;
unpassierbar;0;1;0;0;0;0;0;0;0;0;
unpässlich;0;1;0;0;0;0;0;1;0;0;
unpopulär;0;1;0;0;1;0;0;1;0;0;
unprätentiös;1;0;0;0;0;0;0;0;0;0;
unproduktiv;0;1;0;0;0;0;0;0;0;0;
Unregelmäßigkeit;0;1;0;0;0;0;0;0;0;0;
unreif;0;1;0;1;0;0;0;0;0;0;
Unreife;0;1;1;1;0;0;0;0;0;0;
unrein;0;1;0;0;1;0;0;0;0;0;
unrein;0;1;0;0;1;0;0;0;0;0;
unrentabel;0;1;0;0;0;0;0;0;0;0;
Unruhe;0;0;0;1;0;0;0;0;0;0;
Unruhe;0;0;0;0;0;1;0;1;0;0;
unruhig;0;1;0;0;1;1;0;0;0;0;
unsagbar;1;0;0;0;0;0;0;0;0;0;
unsagbar;0;1;0;0;0;1;0;0;0;0;
unsäglich;0;1;0;0;0;0;0;0;0;0;
Unschicklichkeit;0;1;0;0;0;0;0;0;0;0;
Unschuld;1;0;0;0;0;0;0;0;0;0;
unschuldig;1;0;0;0;0;0;0;0;0;0;
unschuldig;1;0;0;0;0;0;0;0;0;1;
unseriös;0;1;1;0;0;0;0;0;0;0;
unsicher;0;0;0;0;0;1;0;0;0;0;
unsicher;0;1;0;0;0;1;0;0;0;0;
unsicher;0;1;1;0;0;1;0;1;0;0;
unsicher;0;1;1;0;1;1;0;0;1;0;
Unsicherheit;0;1;0;0;0;1;0;0;0;0;
Unsinn;0;1;0;0;0;0;0;0;0;0;
unsinnig;0;1;0;0;0;0;0;1;0;0;
unsozial;0;1;1;0;1;1;0;1;0;0;
unsterblich;1;0;0;0;0;0;0;0;0;0;
unsterblich;1;0;0;1;0;0;1;1;0;1;
Unsterblichkeit;0;0;0;1;0;0;0;0;0;0;
unsympathisch;0;1;1;0;0;0;0;0;0;0;
untadelig;1;0;0;0;0;0;0;0;0;0;
Untätigkeit;0;1;0;0;0;0;0;0;0;0;
untauglich;0;1;1;0;1;0;0;0;0;0;
unteilbar;0;0;0;0;0;0;0;0;0;1;
unter;0;1;1;0;0;1;0;1;0;0;
unter Drogen gesetzt;0;0;0;0;0;0;0;1;0;0;
Unterarm;0;0;1;1;0;0;0;0;0;0;
unterbezahlt;0;1;1;0;0;0;0;1;0;0;
Unterbrechen;0;0;0;0;0;0;0;1;0;0;
unterbrechen;0;1;1;0;0;0;0;0;1;0;
Unterbrechung;0;0;0;0;0;0;0;0;1;0;
unterbrochen;0;1;0;0;0;0;0;1;0;0;
unterdrücken;0;1;0;0;0;0;0;0;0;0;
unterdrücken;0;1;0;0;0;0;0;1;0;0;
unterdrücken;0;1;1;0;0;1;0;1;0;0;
unterdrücken;0;1;1;0;1;1;0;1;0;0;
Unterdrücker;0;1;1;0;0;1;0;1;0;0;
Unterdrückung;0;1;1;0;1;1;0;0;0;0;
Unterdrückung;0;1;1;0;1;1;0;1;0;0;
Untergang;0;1;0;0;0;1;0;0;0;0;
Untergang;0;1;0;0;0;1;0;1;0;0;
untergeordnet;0;1;0;0;0;1;0;0;0;0;
untergraben;0;1;0;0;0;0;0;0;0;0;
untergraben;0;1;0;0;1;1;0;1;0;0;
unterhalten;1;0;0;0;0;0;0;0;0;0;
unterhalten;1;0;0;0;0;0;1;0;0;0;
unterhalten;1;0;0;0;0;0;1;0;0;0;
unterhaltsam;1;0;0;1;0;0;1;0;0;0;
Unterhaltung;1;0;0;1;0;0;1;0;1;1;
Unterhändler;1;0;0;0;0;0;0;0;0;0;
Unterhose;0;1;0;0;0;0;0;0;1;0;
Unterkunft;0;0;0;0;0;0;0;0;0;1;
Unterkunft;1;0;0;0;0;0;0;0;0;0;
unterlassen;0;1;1;0;1;0;0;0;0;0;
untermaßig;0;1;0;0;0;0;0;0;0;0;
Unternehmen;0;0;0;1;0;0;0;0;0;0;
unternehmungslustig;1;0;0;0;0;0;0;0;0;0;
unterrichtet;0;0;0;0;0;0;0;0;0;1;
unterschätzen;0;0;0;0;0;0;0;0;1;0;
Unterscheidung;1;0;0;0;0;0;0;0;0;0;
Unterschlagung;0;1;0;0;0;0;0;0;0;0;
unterschreiben;1;0;0;0;0;0;0;0;0;1;
Unterschrift;0;0;0;0;0;0;0;0;0;1;
Unterseite;0;1;0;0;0;0;0;1;0;0;
unterstreichen;1;0;0;0;0;0;0;0;0;0;
unterstützend;1;0;0;0;0;0;0;0;0;1;
Unterstützer;0;0;0;0;0;0;0;0;0;1;
unterstützt;1;0;0;0;0;0;0;0;0;0;
Unterstützung;1;0;0;0;0;0;0;0;0;0;
untersuchen;1;0;0;0;0;0;0;0;0;0;
Untersuchung;0;1;0;0;0;1;0;0;1;0;
Untersuchungshaft;0;1;1;0;0;0;0;0;0;0;
unterwerfen;0;1;0;0;0;0;0;0;0;0;
Unterwerfung;0;1;0;0;0;0;0;0;0;0;
Unterwerfung;0;1;1;0;1;1;0;1;0;0;
unterworfen;0;1;0;0;0;0;0;1;0;0;
untrainiert;0;1;0;0;0;0;0;0;0;0;
untrennbar;1;0;0;0;0;0;1;0;0;1;
untreu;0;1;0;0;1;0;0;0;0;0;
Untreue;0;1;1;0;1;1;0;1;0;0;
unüberschaubar;0;1;0;0;1;0;0;0;0;0;
unübertroffen;1;0;0;1;0;1;1;0;0;1;
unüberwindbar;0;1;0;0;0;1;0;1;0;0;
unveränderlich;1;0;0;0;0;0;0;0;0;0;
unveränderlich;0;1;0;0;0;0;0;0;0;0;
unverantwortlich;0;1;0;0;0;0;0;0;0;0;
unveräußerlich;1;0;0;0;0;0;0;0;0;0;
unverbessert;0;1;0;0;0;0;0;0;0;0;
unvereinbar;0;1;1;0;1;0;0;1;0;0;
unvereinbar;0;1;1;0;0;1;0;1;0;0;
unvergesslich;1;0;0;0;0;0;1;0;1;1;
unvergleichlich;1;0;0;0;0;0;0;0;0;0;
unvermeidlich;0;1;0;0;0;0;0;0;0;0;
unveröffentlicht;0;1;0;1;0;0;0;1;0;0;
unversehrt;1;0;0;0;0;0;0;0;0;0;
unversöhnlich;0;1;1;0;0;0;0;1;0;0;
unverständlich;0;1;0;0;0;0;0;0;0;0;
unverständlich;0;1;0;0;0;0;0;0;0;0;
unverständlich;0;1;0;0;0;0;0;0;0;0;
unvollendet;0;1;0;0;0;0;0;0;0;0;
unvollkommen;0;1;0;0;0;0;0;0;0;0;
Unvollkommenheit;0;1;0;0;0;0;0;0;0;0;
Unvollständigkeit;0;1;0;0;0;0;0;0;0;0;
unvorbereitet;0;1;0;0;0;0;0;0;0;0;
unvoreingenommen;1;0;0;0;0;0;0;0;0;0;
unvorhergesehen;0;0;0;0;0;0;0;0;1;0;
unvorstellbar;1;1;0;0;0;0;0;0;1;0;
unwahr;0;1;0;0;0;0;0;0;0;0;
